Date_sampled,pH,Tank_Replicate,pH_Replicate,Shell_length_mm,New_tin_ID,Shell_Tin_ID,Shell_Tin_Weight_g,Dry_Shell_Tin_Weight_g,Dry_Shell_weight_g,Tissue_Tin_ID,Tissue_Tin_Weight_g,Dry_Tissue_Tin_Weight_g,Dry_Tissue_weight_g,Gonad_Tin_ID,Gonad_stage,Gonad_Tin_Weight_g,Dry_Gonad_Tin_Weight_g,Dry_Gonad_weight_g,Gonad_Index_Gonad:Soma,Whole_animal_dry_weight_g,Condition_index_drywtRatio_Walne1976,Shell_ash_weight_g_with_tin,Tissue_ash_weight_with_g_tin,Gonad_ash_weight_g_with_tin,Total_ash_weight_g_with_tin,TotalAFDW_g,Condition_index_TotalADFW_div_length,notes,,,,,About data...,,
3/16/2022,7.5,F,7.5_F,24.1,264,264,1.1616,2.4084,1.2468,264,0.4118,0.5704,0.1586,264,2,0.4126,0.4691,0.0565,0.356242119,1.4619,12.16910918,,0.4508,0.4241,,,,,,,,,,,
3/16/2022,8,H,8_H,26.5,265,265,1.1755,2.3112,1.1357,265,0.4141,0.571,0.1569,265,3,0.4124,0.4759,0.0635,0.40471638,1.3561,13.08372248,,0.4662,0.4335,,,,,,,,,,,
3/16/2022,7.5,G,7.5_G,24.6,266,266,1.1846,2.2409,1.0563,266,0.4127,0.5779,0.1652,266,2,0.4091,0.4511,0.042,0.254237288,1.2635,15.04142766,,0.4637,0.4223,,,,,,,,,,,
3/16/2022,8,G,8_G,25.3,267,267,1.1715,2.3,1.1285,267,0.4094,0.5637,0.1543,267,2,0.4117,0.4449,0.0332,0.215165263,1.316,13.28225876,,0.4575,0.4208,,,,,,,,,,,
3/16/2022,7.5,E,7.5_E,24.6,268,268,1.1871,2.2654,1.0783,268,0.4149,0.5704,0.1555,268,.2/3,0.4111,0.4439,0.0328,0.210932476,1.2666,13.99513995,,0.4588,0.4194,,,,,,,,,,,
3/16/2022,7.5,H,7.5_H,24.2,269,269,1.1848,2.1976,1.0128,269,0.4135,0.5316,0.1181,269,2,0.4133,0.4591,0.0458,0.387806943,1.1767,11.1562441,,0.4464,0.4254,,,,,,,,,,,
3/16/2022,7.5,D,7.5_D,26.45,270,270,1.1679,2.5745,1.4066,270,0.4198,0.6086,0.1888,270,2,0.4085,0.5285,0.12,0.63559322,1.7154,12.36735229,,0.466,0.4359,,,,,,,,,,,
3/16/2022,7.5,F,7.5_F,22.1,271,271,1.1722,1.9814,0.8092,271,0.4197,0.5239,0.1042,271,2,0.4158,0.4316,0.0158,0.151631478,0.9292,12.63030303,,0.4563,0.4219,,,,,,,,,,,
3/16/2022,8,E,8_E,27.5,272,272,1.1785,2.8116,1.6331,272,0.4128,0.6019,0.1891,272,1,0.4069,0.452,0.0451,0.238498149,1.8673,11.26802527,,0.4828,0.4208,,,,,,,,,,,
3/16/2022,8,H,8_H,22.9,273,273,1.184,2.0297,0.8457,273,0.4193,0.5336,0.1143,273,2,0.4115,0.4306,0.0191,0.167104112,0.9791,13.21692877,,0.4551,0.4183,,,,,,,,,,,
3/16/2022,8,F,8_F,26.9,274,274,1.1938,2.8861,1.6923,274,0.4099,0.611,0.2011,274,3,0.4108,0.4985,0.0877,0.436101442,1.9811,11.29775281,,0.4758,0.4362,,,,,,,,,,,
3/16/2022,8,G,8_G,25,275,275,1.1818,2.2784,1.0966,275,0.4178,0.5741,0.1563,275,1,0.4105,0.4172,0.0067,0.042866283,1.2596,14.16659114,,0.4631,0.4126,,,,,,,,,,,
3/16/2022,7.5,G,7.5_G,16.1,276,276,1.1742,1.4997,0.3255,276,0.4123,0.4582,0.0459,276,0/1,0.4192,0.4204,0.0012,0.026143791,0.3726,14.04958678,,0.4255,0.4193,,,,,,,,,,,
3/16/2022,7.5,E,7.5_E,24.3,277,277,1.1941,2.3401,1.146,277,0.4089,0.5517,0.1428,277,.2/3,0.4134,0.4814,0.068,0.476190476,1.3568,11.76276771,,0.4728,0.4442,,,,,,,,,,,
3/16/2022,8,H,8_H,24.2,278,278,1.1859,2.1392,0.9533,278,0.4088,0.534,0.1252,278,3,0.4115,0.4573,0.0458,0.365814697,1.1243,12.53127815,,0.4646,0.4322,,,,,,,,,,,
3/16/2022,7.5,E,7.5_E,24.3,279,279,1.1846,2.5143,1.3297,279,0.4171,0.5916,0.1745,279,2,0.413,0.4577,0.0447,0.256160459,1.5489,12.69644936,,0.4802,0.4282,,,,,,,,,,,
3/16/2022,7.5,H,7.5_H,22.6,280,280,1.1684,2.0869,0.9185,280,0.4136,0.5295,0.1159,280,3,0.4101,0.4444,0.0343,0.29594478,1.0687,12.16414777,,0.4553,0.4254,,,,,,,,,,,
3/16/2022,7.5,F,7.5_F,NA,281,281,1.1797,2.237,1.0573,281,0.4228,0.561,0.1382,281,3,0.412,0.4456,0.0336,0.243125905,1.2291,12.6684389,,0.4675,0.4219,,,,,,,,,,,
3/16/2022,7.5,F,7.5_F,19.7,282,282,1.1849,1.5819,0.397,282,0.4085,0.4633,0.0548,282,0,0.4106,NA,0,0,0.4518,13.80352645,,0.4258,0.4107,,,,,,,,,,,
3/16/2022,7.5,G,7.5_G,21.5,283,283,1.1897,1.9783,0.7886,283,0.413,0.5269,0.1139,283,.2/3,0.417,0.4727,0.0557,0.489025461,0.9582,13.49046547,,0.4629,0.4427,,,,,,,,,,,
3/16/2022,7.5,H,7.5_H,23.55,284,284,1.1819,2.1383,0.9564,284,0.4173,0.5436,0.1263,284,3,0.4194,0.4406,0.0212,0.167854315,1.1039,12.91939444,,0.4649,0.426,,,,,,,,,,,
3/16/2022,7.5,G,7.5_G,19.3,285,285,1.1767,1.6321,0.4554,285,0.414,0.4714,0.0574,285,1,0.4122,0.4159,0.0037,0.06445993,0.5165,12.50272272,,0.4312,0.4132,,,,,,,,,,,
3/16/2022,7.5,H,7.5_H,22.6,286,286,1.1851,2.03,0.8449,286,0.4113,0.5326,0.1213,286,3,0.4153,0.4474,0.0321,0.264633141,0.9983,13.83124287,,0.4473,0.4246,,,,,,,,,,,
3/28/2022,8,G,8_G,22,287,287,1.1839,1.9607,0.7768,287,0.4074,0.516,0.1086,287,2,0.4085,0.4273,0.0188,0.173112339,0.9042,13.65007541,,0.4389,0.4128,,,,,,,,,,,
3/28/2022,8,G,8_G,29.3,288,288,1.1796,3.4346,2.255,288,0.4082,0.6687,0.2605,288,3,0.4116,0.556,0.1444,0.554318618,2.6599,10.85688089,,0.4826,0.4443,,,,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep,,,,,,,
3/28/2022,8,G,8_G,24.4,289,289,1.1741,2.1508,0.9767,289,0.409,0.5598,0.1508,289,1,0.4059,0.4076,0.0017,0.01127321,1.1292,15.41291905,,0.4557,0.4061,,,,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep,,,,,,,
3/28/2022,8,G,8_G,31.3,290,290,1.2007,3.7142,2.5135,290,0.4093,0.6898,0.2805,290,3,0.4138,0.5177,0.1039,0.370409982,2.8979,10.7167418,,0.4872,0.4366,,,,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep,,,,,,,
3/28/2022,8,F,8_F,29.8,291,291,1.188,2.908,1.72,291,0.413,0.6185,0.2055,291,2,0.4098,0.4694,0.0596,0.290024331,1.9851,11.54753877,,0.4687,0.4217,,,,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep,,,,,,,
3/28/2022,8,F,8_F,31.8,292,292,1.1962,3.2048,2.0086,292,0.4116,0.6797,0.2681,292,3,0.4132,0.5362,0.123,0.458784036,2.3997,12.57740664,,0.4842,0.4396,,,,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep,,,,,,,
3/28/2022,8,F,8_F,25.05,293,293,1.185,2.4293,1.2443,293,0.4164,0.5784,0.162,293,1,0.4153,0.4186,0.0033,0.02037037,1.4096,12.98493107,,0.4581,0.4163,,,,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep,,,,,,,
3/28/2022,8,F,8_F,28.3,294,294,1.1676,2.8984,1.7308,294,0.4114,0.6596,0.2482,294,.3/4,0.4135,0.4989,0.0854,0.344077357,2.0644,13.66589583,,0.4801,0.4335,,,,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep,,,,,,,
3/28/2022,8,E,8_E,36.85,295,295,1.1786,4.3585,3.1799,295,0.4118,0.411,NA,295,.2/3,0.4212,0.539,0.1178,NA,NA,NA,,0.5398,0.4497,,,,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep,,,,,,,
3/28/2022,8,E,8_E,33.45,296,296,1.1728,3.8642,2.6914,296,0.4138,0.7911,0.3773,296,3,0.4165,0.5232,0.1067,0.282798834,3.1754,13.48414996,,0.525,0.4392,,,,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep,,,,,,,
3/28/2022,8,E,8_E,31.85,297,297,1.1804,3.5016,2.3212,297,0.4089,0.7164,0.3075,297,3,0.4108,0.5541,0.1433,0.46601626,2.772,12.4771759,,0.4942,0.4401,,,,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep,,,,,,,
3/28/2022,8,E,8_E,34.8,298,298,1.1811,4.0445,2.8634,298,0.4105,0.8055,0.395,298,3,0.4182,0.5943,0.1761,0.445822785,3.4345,12.99555848,,0.5067,0.4534,,,,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep,,,,,,,
3/28/2022,8,H,8_H,28.65,299,299,1.1825,3.0738,1.8913,299,0.4097,0.6672,0.2575,299,3,0.4104,0.5659,0.1555,0.603883495,2.3043,12.58061364,,0.4771,0.444,,,,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep,,,,,,,
3/28/2022,NA,NA,NA,NA,300,300,1.1843,NA,NA,300,0.4227,NA,NA,300,NA,0.4091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep,,,,,,,
3/28/2022,8,H,8_H,28.7,301,301,1.1881,2.9631,1.775,301,0.4086,0.6475,0.2389,301,.2/3,0.4116,0.5699,0.1583,0.662620343,2.1722,12.35710961,,0.4749,0.4446,,,,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep,,,,,,,
3/28/2022,8,H,8_H,27.8,302,302,1.1713,2.7931,1.6218,302,0.4189,0.6508,0.2319,302,2,0.4091,0.4591,0.05,0.215610177,1.9037,13.87127647,,0.4797,0.4197,,,,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep,,,,,,,
3/28/2022,8,H,8_H,27,303,303,1.1767,2.8239,1.6472,303,0.4077,0.6245,0.2168,303,2,0.4094,0.4861,0.0767,0.353782288,1.9407,12.57613551,,0.4655,0.4267,,,,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep,,,,,,,
3/28/2022,7.5,B,7.5_B,31.5,304,304,1.1802,3.2442,2.064,304,0.406,0.6694,0.2634,304,3,0.4145,0.5679,0.1534,0.582384207,2.4808,11.87877695,,0.4784,0.4472,,,,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep,,,,,,,
3/28/2022,7.5,B,7.5_B,28.9,305,305,1.1727,2.7213,1.5486,305,0.4132,0.63,0.2168,305,.3/4,0.4135,0.5584,0.1449,0.668357934,1.9103,12.80188958,,0.4723,0.4429,,,,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep,,,,,,,
3/28/2022,7.5,B,7.5_B,30.6,306,306,1.1752,3.4353,2.2601,306,0.4088,0.6902,0.2814,306,3,0.4086,0.5493,0.1407,0.5,2.6822,11.72109297,,0.4878,0.4378,,,,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep,,,,,,,
3/28/2022,7.5,B,7.5_B,23.85,307,307,1.1897,2.4269,1.2372,307,0.4154,0.572,0.1566,307,3,0.4129,0.4492,0.0363,0.231800766,1.4301,12.29681979,,0.4567,0.4203,,,,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep,,,,,,,
3/28/2022,7.5,G,7.5_G,38,308,308,1.1758,5.86,4.6842,308,0.4129,1.0282,0.6153,308,4,0.4158,0.8424,0.4266,0.693320332,5.7261,12.03921108,,0.5717,0.5034,,,,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep,,,,,,,
3/28/2022,7.5,G,7.5_G,37.3,309,309,1.1776,5.1902,4.0126,309,0.4104,0.8816,0.4712,309,4,0.4114,0.7121,0.3007,0.638157895,4.7845,10.92435027,,0.5336,0.4731,,,,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep,,,,,,,
3/28/2022,7.5,G,7.5_G,31.5,310,310,1.1781,3.9256,2.7475,310,0.4131,0.7708,0.3577,310,3,0.4219,0.6121,0.1902,0.5317305,3.2954,12.17619226,,0.4981,0.4623,,,,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep,,,,,,,
3/28/2022,7.5,G,7.5_G,29.1,311,311,1.1809,2.9445,1.7636,311,0.4097,0.6251,0.2154,311,.2/3,0.41,0.5068,0.0968,0.449396472,2.0758,11.57815524,,0.465,0.4298,,,,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep,,,,,,,
3/28/2022,7.5,E,7.5_E,34.85,312,312,1.172,3.8531,2.6811,312,0.4084,0.7517,0.3433,312,.2/3,0.4149,0.5816,0.1667,0.485581124,3.1911,12.05491959,,0.506,0.4486,,,,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep,,,,,,,
3/28/2022,7.5,E,7.5_E,31.45,313,313,1.1827,4.3379,3.1552,313,0.4176,0.77,0.3524,313,3,0.4115,0.5537,0.1422,0.403518729,3.6498,10.6872081,,0.5173,0.4417,,,,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep,,,,,,,
3/28/2022,7.5,E,7.5_E,28.4,314,314,1.1756,2.8121,1.6365,314,0.4082,0.6234,0.2152,314,.2/3,0.4172,0.4508,0.0336,0.156133829,1.8853,12.88545596,,0.4676,0.4272,,,,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep,,,,,,,
3/28/2022,7.5,E,7.5_E,33.2,315,315,1.1868,3.6913,2.5045,315,0.4199,0.7282,0.3083,315,4,0.4188,0.6892,0.2704,0.877067791,3.0832,11.11031028,,0.5125,0.4708,,,,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep,,,,,,,
3/28/2022,7.5,C,7.5_C,35.8,316,316,1.183,4.0456,2.8626,316,0.4104,0.8559,0.4455,316,4,0.4158,0.7852,0.3694,0.829180696,3.6775,13.78403465,,0.5246,0.4897,,,,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep,,,,,,,
3/28/2022,7.5,C,7.5_C,35,317,317,1.1746,4.1935,3.0189,317,0.4065,0.8062,0.3997,317,4,0.4221,0.7886,0.3665,0.916937703,3.7851,11.8065812,,0.5034,0.4928,,,,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep,,,,,,,
3/28/2022,7.5,C,7.5_C,33.15,318,318,1.1757,3.9861,2.8104,318,0.414,0.7525,0.3385,318,4,0.4178,0.702,0.2842,0.839586411,3.4331,10.93840884,,0.5118,0.4835,,,,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep,,,,,,,
3/28/2022,7.5,C,7.5_C,33.25,319,319,1.1779,3.7923,2.6144,319,0.4165,0.7836,0.3671,319,.3/4,0.4124,0.7097,0.2973,0.809861073,3.2788,12.60775492,,0.5231,0.4793,,,,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep,,,,,,,
3/28/2022,8,C,8_C,33.2,320,320,1.1744,3.8816,2.7072,320,0.4136,0.7658,0.3522,320,2,0.4099,0.4573,0.0474,0.134582624,3.1068,12.78588543,,0.5148,0.4209,,,,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep,,,,,,,
3/28/2022,8,C,8_C,31.75,321,321,1.1664,3.4426,2.2762,321,0.4114,0.6743,0.2629,321,2,0.4185,0.5087,0.0902,0.343096234,2.6293,11.1097025,,0.4848,0.4383,,,,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep,,,,,,,
3/28/2022,8,C,8_C,31.65,322,322,1.1823,3.382,2.1997,322,0.4092,0.7326,0.3234,322,3,0.4158,0.59,0.1742,0.538651824,2.6973,13.62315178,,0.4976,0.4526,,,,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep,,,,,,,
3/28/2022,8,C,8_C,30.05,323,323,1.1723,3.7558,2.5835,323,0.4194,0.7572,0.3378,323,3,0.4092,0.67,0.2608,0.77205447,3.1821,11.87638435,,0.516,0.4646,,,,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep,,,,,,,
3/28/2022,8,D,8_D,26.3,324,324,1.1875,2.3951,1.2076,324,0.4221,0.586,0.1639,324,.2/3,0.412,0.4536,0.0416,0.253813301,1.4131,13.12039705,,0.4701,0.4287,,,,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep,,,,,,,
3/28/2022,7.5,F,7.5_F,31.55,325,325,1.1909,3.3478,2.1569,325,0.4178,0.7341,0.3163,325,3,0.4147,0.6281,0.2134,0.674675941,2.6866,13.34430241,,0.5155,0.4669,,,,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep,,,,,,,
3/28/2022,7.5,F,7.5_F,33,326,326,1.1806,3.6413,2.4607,326,0.4152,0.7274,0.3122,326,4,0.4158,0.6185,0.2027,0.649263293,2.9756,11.72185928,,0.513,0.4614,,,,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep,,,,,,,
3/28/2022,8,D,8_D,26.5,327,327,1.1844,2.7224,1.538,327,0.4104,0.6095,0.1991,327,.2/3,0.4106,0.4949,0.0843,0.423405324,1.8214,12.27269925,,0.4723,0.4297,,,,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep,,,,,,,
3/28/2022,7.5,F,7.5_F,27.35,328,328,1.1843,2.6351,1.4508,328,0.4118,0.5905,0.1787,328,2,0.4073,0.4897,0.0824,0.461108002,1.7119,11.65536134,,0.464,0.4251,,,,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep,,,,,,,
3/28/2022,8,D,8_D,29.8,329,329,1.1815,3.4429,2.2614,329,0.4176,0.7187,0.3011,329,1,0.411,0.4337,0.0227,0.075390236,2.5852,13.18243509,,0.4991,0.4156,,,,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep,,,,,,,
3/28/2022,7.5,F,7.5_F,32.9,330,330,1.1808,3.6015,2.4207,330,0.4134,0.7306,0.3172,330,.2/3,0.4116,0.5713,0.1597,0.503467844,2.8976,12.2926678,,0.533,0.4572,,,,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep,,,,,,,
3/28/2022,8,D,8_D,31.1,331,331,1.1806,2.6483,1.4677,331,0.4142,0.5992,0.185,331,2,0.4095,0.4506,0.0411,0.222162162,1.6938,12.26139979,,0.4743,0.4206,,,,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep,,,,,,,
3/28/2022,8,A,8_A,30.55,332,332,1.1778,3.1519,1.9741,332,0.4167,0.6821,0.2654,332,2,0.416,0.5005,0.0845,0.31838734,2.324,12.89225687,,0.5102,0.4373,,,,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep,,,,,,,
3/28/2022,7.5,D,7.5_D,35.3,333,333,1.1803,3.6958,2.5155,333,0.4149,0.7739,0.359,333,4,0.4145,0.7178,0.3033,0.844846797,3.1778,12.73591599,,0.5261,0.4835,,,,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep,,,,,,,
3/28/2022,7.5,D,7.5_D,36.1,334,334,1.1672,4.214,3.0468,334,0.4101,0.7953,0.3852,334,.3/4,0.4125,0.6576,0.2451,0.636292835,3.6771,11.70144901,,0.5227,0.4676,,,,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep,,,,,,,
3/28/2022,8,A,8_A,30.05,335,335,1.1806,2.7678,1.5872,335,0.4113,0.6147,0.2034,335,2,0.4171,0.468,0.0509,0.250245821,1.8415,12.41682437,,0.4725,0.4292,,,,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep,,,,,,,
3/28/2022,7.5,D,7.5_D,31.8,336,336,1.1918,2.9805,1.7887,336,0.4106,0.622,0.2114,336,.2/3,0.4168,0.5122,0.0954,0.4512772,2.0955,11.22021124,,0.5028,0.4513,,,,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep,,,,,,,
3/28/2022,8,A,8_A,28.2,337,337,1.1902,2.8101,1.6199,337,0.4165,0.6039,0.1874,337,2,0.4121,0.4597,0.0476,0.254002135,1.8549,11.23838081,,0.4967,0.4287,,,,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep,,,,,,,
3/28/2022,7.5,D,7.5_D,MEASURE THIS,338,338,1.187,3.9102,2.7232,338,0.411,0.7285,0.3175,338,NA,0.4128,0.6211,0.2083,0.656062992,3.249,10.83063278,,0.5207,0.4642,,,,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep,,,,,,,
3/28/2022,8,A,8_A,29.2,339,339,1.1844,3.0661,1.8817,339,0.4148,0.632,0.2172,339,2,0.4126,0.4658,0.0532,0.244935543,2.1521,11.22538632,,0.4918,0.4272,,,,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep,,,,,,,
3/28/2022,8,B,8_B,27.9,340,340,1.1891,2.7399,1.5508,340,0.4153,0.6364,0.2211,340,.2/3,0.4112,0.4977,0.0865,0.39122569,1.8584,13.50393941,,0.4843,0.4332,,,,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep,,,,,,,
3/28/2022,8,B,8_B,31.4,341,341,1.1923,3.8428,2.6505,341,0.4117,0.713,0.3013,341,3,0.4121,0.5559,0.1438,0.477265184,3.0956,10.78266471,,0.5014,0.4458,,,,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep,,,,,,,
3/28/2022,7.5,A,7.5_A,30.3,342,342,1.1877,3.5079,2.3202,342,0.4127,0.7174,0.3047,342,4,0.4141,0.5964,0.1823,0.598293403,2.8072,12.17582418,,0.5445,0.4781,,,,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep,,,,,,,
3/28/2022,7.5,A,7.5_A,27.7,343,343,1.1789,3.1146,1.9357,343,0.4103,0.6554,0.2451,343,4,0.4091,0.5756,0.1665,0.679314566,2.3473,11.65921416,,0.5126,0.4676,,,,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep,,,,,,,
3/28/2022,8,B,8_B,28.8,344,344,1.1835,2.5969,1.4134,344,0.4184,0.6301,0.2117,344,4,0.4084,0.5706,0.1622,0.766178555,1.7873,13.43615131,,0.4995,0.4577,,,,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep,,,,,,,
3/28/2022,7.5,A,7.5_A,29,345,345,1.177,3.1469,1.9699,345,0.4137,0.6824,0.2687,345,3,0.4163,0.5673,0.151,0.561965017,2.3896,12.66914989,,0.5164,0.4563,,,,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep,,,,,,,
3/28/2022,8,B,8_B,23.7,346,346,1.1807,2.2693,1.0886,346,0.4109,0.5457,0.1348,346,1,0.4098,0.4233,0.0135,0.100148368,1.2369,12.23119499,,0.4613,0.4143,,,,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep,,,,,,,
3/28/2022,7.5,A,7.5_A,28.15,347,347,1.193,2.6235,1.4305,347,0.413,0.6061,0.1931,347,.2/3,0.4039,0.5039,0.1,0.517866391,1.7236,12.6167919,,0.4873,0.4322,,,,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep,,,,,,,
,,,,,348,348,1.1902,,,348,0.4088,,,348,,0.4054,,,,,,,,,,,,,,,,,,,
,,,,,349,349,1.1661,,,349,0.4167,,,349,,0.4184,,,,,,,,,,,,,,,,,,,
,,,,,350,350,1.1796,,,350,0.416,,,350,,0.4082,,,,,,,,,,,,,,,,,,,
,,,,,351,351,1.1852,,,351,0.4135,,,351,,0.414,,,,,,,,,,,,,,,,,,,
,,,,,352,352,1.1808,,,352,0.4171,,,352,,0.4101,,,,,,,,,,,,,,,,,,,
,,,,,353,353,1.1818,,,353,0.4118,,,353,,0.4101,,,,,,,,,,,,,,,,,,,
,,,,,354,354,1.1707,,,354,0.4096,,,354,,0.4117,,,,,,,,,,,,,,,,,,,
,,,,,355,355,1.1809,,,355,0.4095,,,355,,0.4131,,,,,,,,,,,,,,,,,,,
,,,,,356,356,1.1862,,,356,0.4091,,,356,,0.4081,,,,,,,,,,,,,,,,,,,
,,,,,357,357,1.1721,,,357,0.4161,,,357,,0.4154,,,,,,,,,,,,,,,,,,,
,,,,,358,358,1.1779,,,358,0.4116,,,358,,0.4169,,,,,,,,,,,,,,,,,,,
,,,,,359,359,1.1713,,,359,0.4076,,,359,,0.4129,,,,,,,,,,,,,,,,,,,
,,,,,360,360,1.1806,,,360,0.4108,,,360,,0.4138,,,,,,,,,,,,,,,,,,,
,,,,,361,361,1.1958,,,361,0.4138,,,361,,0.4121,,,,,,,,,,,,,,,,,,,
,,,,,362,362,1.1645,,,362,0.414,,,362,,0.4057,,,,,,,,,,,,,,,,,,,
,,,,,363,363,1.1923,,,363,0.4149,,,363,,0.4098,,,,,,,,,,,,,,,,,,,
,,,,,364,364,1.1819,,,364,0.4137,,,364,,0.4174,,,,,,,,,,,,,,,,,,,
,,,,,365,365,1.1958,,,365,0.4175,,,365,,0.4145,,,,,,,,,,,,,,,,,,,
,,,,,366,366,1.1983,,,366,0.4101,,,366,,0.411,,,,,,,,,,,,,,,,,,,
,,,,,367,367,1.1816,,,367,0.4077,,,367,,0.4098,,,,,,,,,,,,,,,,,,,
,,,,,368,368,1.1897,,,368,0.4127,,,368,,0.4105,,,,,,,,,,,,,,,,,,,
,,,,,369,369,1.177,,,369,0.4116,,,369,,0.4109,,,,,,,,,,,,,,,,,,,
,,,,,370,370,1.1928,,,370,0.4075,,,370,,0.4112,,,,,,,,,,,,,,,,,,,
,,,,,371,371,1.196,,,371,0.4168,,,371,,0.4161,,,,,,,,,,,,,,,,,,,
,,,,,372,372,1.1774,,,372,0.4081,,,372,,0.4051,,,,,,,,,,,,,,,,,,,
,,,,,373,373,1.1897,,,373,0.4119,,,373,,0.4095,,,,,,,,,,,,,,,,,,,
,,,,,374,374,1.1774,,,374,0.4104,,,374,,0.4167,,,,,,,,,,,,,,,,,,,
,,,,,375,375,1.1847,,,375,0.4142,,,375,,0.4142,,,,,,,,,,,,,,,,,,,
,,,,,376,376,1.1816,,,376,0.415,,,376,,0.4176,,,,,,,,,,,,,,,,,,,
,,,,,377,377,1.1804,,,377,0.4087,,,377,,0.4182,,,,,,,,,,,,,,,,,,,
,,,,,378,378,1.1842,,,378,0.4114,,,378,,0.4093,,,,,,,,,,,,,,,,,,,
,,,,,379,379,1.1927,,,379,0.4143,,,379,,0.4094,,,,,,,,,,,,,,,,,,,
,,,,,380,380,1.1884,,,380,0.4168,,,380,,0.4158,,,,,,,,,,,,,,,,,,,
